src;dst;capacity_mbps;delay_ms;r_link
77;78;678;5;0,982
77;81;340;14;0,992
77;85;665;8;0,985
77;90;176;11;0,983
77;91;492;5;0,973
77;93;294;4;0,965
77;99;253;3;0,970
77;101;818;11;0,994
77;102;640;11;0,993
77;104;727;10;0,982
77;105;378;6;0,961
77;108;994;6;0,956
77;110;949;12;0,976
77;112;570;11;0,992
77;114;611;14;0,975
77;117;803;14;0,973
77;119;568;5;0,982
77;120;444;13;0,970
77;126;128;6;0,997
77;127;148;6;0,984
77;130;106;12;0,968
77;131;378;11;0,996
77;133;469;5;0,967
77;136;960;4;0,994
77;137;897;13;0,963
77;141;153;8;0,980
77;144;980;8;0,962
77;145;966;13;0,967
77;147;457;10;0,975
77;151;973;7;0,998
77;153;568;6;0,967
77;154;688;9;0,972
77;158;686;6;0,982
77;164;198;14;0,976
77;166;372;9;0,966
77;167;680;9;0,964
77;168;295;15;0,994
77;171;810;11;0,998
77;174;849;7;0,963
77;176;967;12;0,979
77;177;241;11;0,994
77;178;378;15;0,950
77;180;887;4;0,957
77;181;791;15;0,966
77;183;203;12;0,980
77;186;150;9;0,958
77;190;880;9;0,952
77;191;560;8;0,962
77;193;665;9;0,972
77;200;976;7;0,995
77;201;650;6;0,975
77;209;478;6;0,957
77;213;646;12;0,991
77;216;312;9;0,965
77;217;300;14;0,964
77;218;553;6;0,988
77;219;473;10;0,966
77;222;665;14;0,997
77;223;134;8;0,954
77;225;667;15;0,990
77;232;468;9;0,962
77;234;458;11;0,986
77;237;320;8;0,955
77;239;952;10;0,975
77;241;194;11;0,995
78;79;801;11;0,980
78;80;924;9;0,995
78;86;209;11;0,987
78;87;592;9;0,995
78;88;829;9;0,994
78;91;841;15;0,973
78;92;643;10;0,968
78;93;217;9;0,970
78;95;749;14;0,957
78;96;402;12;0,982
78;97;710;12;0,989
78;98;213;13;0,956
78;99;988;8;0,995
78;103;524;15;0,960
78;105;500;3;0,974
78;112;397;6;0,969
78;113;440;5;0,988
78;114;801;5;0,958
78;117;921;5;0,952
78;119;718;14;0,998
78;120;713;7;0,969
78;121;382;10;0,950
78;124;235;7;0,979
78;126;204;9;0,995
78;127;490;15;0,998
78;129;966;4;0,959
78;130;639;8;0,979
78;134;494;12;0,954
78;135;339;6;0,997
78;136;650;11;0,991
78;137;869;13;0,967
78;138;469;15;0,982
78;140;793;9;0,985
78;144;216;5;0,966
78;145;104;11;0,996
78;149;586;6;0,972
78;150;950;7;0,980
78;151;274;11;0,956
78;153;735;7;0,992
78;158;594;13;0,994
78;161;815;11;0,971
78;162;264;11;0,958
78;173;659;8;0,969
78;174;933;13;0,953
78;175;320;14;0,964
78;177;812;11;0,990
78;178;115;6;0,969
78;179;380;9;0,973
78;184;724;9;0,985
78;187;529;6;0,986
78;188;517;3;0,989
78;195;685;7;0,960
78;201;227;13;0,992
78;205;396;12;0,992
78;207;188;9;0,970
78;208;366;3;0,976
78;210;778;10;0,950
78;211;232;6;0,957
78;212;418;3;0,968
78;213;536;11;0,979
78;218;562;13;0,961
78;222;783;5;0,953
78;226;220;6;0,950
78;228;351;13;0,985
78;230;963;11;0,992
78;236;468;12;0,982
78;239;545;13;0,958
78;240;801;8;0,993
78;241;459;9;0,976
78;243;586;13;0,965
78;245;376;7;0,963
78;246;306;11;0,968
78;247;618;12;0,980
79;80;598;6;0,958
79;81;757;4;0,972
79;82;453;13;0,971
79;83;201;7;0,996
79;85;767;10;0,965
79;86;293;4;0,973
79;88;492;7;0,978
79;89;578;11;0,962
79;90;843;4;0,960
79;93;150;12;0,974
79;95;632;13;0,981
79;97;947;7;0,971
79;99;978;4;0,976
79;100;300;7;0,984
79;104;708;13;0,958
79;105;117;13;0,987
79;110;494;15;0,958
79;111;341;11;0,952
79;113;787;6;0,974
79;114;841;12;0,959
79;115;148;15;0,975
79;116;590;12;0,986
79;118;281;10;0,958
79;130;344;7;0,970
79;134;567;6;0,969
79;135;608;14;0,950
79;137;977;10;0,985
79;142;312;10;0,963
79;143;145;11;0,998
79;145;575;7;0,998
79;148;963;12;0,962
79;150;944;10;0,987
79;152;703;6;0,963
79;153;935;14;0,959
79;154;676;13;0,959
79;157;412;15;0,982
79;160;793;5;0,977
79;163;701;15;0,988
79;164;160;12;0,979
79;175;832;13;0,987
79;176;823;4;0,957
79;178;111;14;0,959
79;180;770;13;0,987
79;185;972;15;0,958
79;187;170;14;0,964
79;188;818;4;0,957
79;190;417;12;0,989
79;191;879;13;0,998
79;195;395;6;0,998
79;197;141;14;0,997
79;203;870;13;0,957
79;205;271;8;0,951
79;206;468;7;0,990
79;207;730;4;0,984
79;209;426;12;0,985
79;211;997;11;0,958
79;212;259;10;0,959
79;218;385;7;0,971
79;220;710;7;0,962
79;221;463;12;0,991
79;222;266;9;0,976
79;224;625;9;0,976
79;225;441;6;0,996
79;226;292;13;0,963
79;229;455;13;0,991
79;232;182;7;0,988
79;234;230;14;0,997
79;235;759;14;0,990
79;236;628;11;0,978
79;238;756;4;0,976
79;239;282;8;0,980
79;240;623;13;0,952
79;241;395;4;0,969
79;244;872;12;0,984
79;245;618;5;0,984
79;249;733;6;0,979
80;82;305;14;0,950
80;84;254;8;0,997
80;86;136;15;0,996
80;87;449;13;0,961
80;88;447;11;0,973
80;89;164;10;0,968
80;90;393;13;0,971
80;91;970;5;0,963
80;94;645;12;0,979
80;96;928;5;0,956
80;99;866;13;0,957
80;101;466;8;0,978
80;103;207;9;0,991
80;104;178;11;0,960
80;105;120;4;0,997
80;106;832;7;0,983
80;113;472;6;0,986
80;116;932;3;0,968
80;119;239;5;0,983
80;121;365;9;0,978
80;125;268;7;0,988
80;126;236;4;0,972
80;127;230;8;0,965
80;130;307;5;0,960
80;131;761;11;0,983
80;134;954;14;0,993
80;136;982;5;0,999
80;143;929;8;0,978
80;146;180;4;0,978
80;148;879;10;0,964
80;149;532;11;0,997
80;150;279;6;0,954
80;151;445;10;0,960
80;153;725;13;0,982
80;160;834;8;0,993
80;161;822;11;0,987
80;163;999;12;0,999
80;165;681;15;0,977
80;167;820;13;0,962
80;168;448;8;0,972
80;169;672;13;0,957
80;171;896;13;0,970
80;172;1000;12;0,979
80;173;539;10;0,960
80;174;697;14;0,971
80;176;878;5;0,977
80;178;721;12;0,968
80;181;482;3;0,990
80;182;547;10;0,974
80;194;501;4;0,979
80;195;322;10;0,977
80;196;683;13;0,986
80;198;742;7;0,951
80;201;937;14;0,960
80;202;498;3;0,972
80;203;775;14;0,969
80;204;108;14;0,999
80;205;470;9;0,969
80;210;434;6;0,966
80;211;322;7;0,963
80;212;315;14;0,994
80;214;1000;11;0,977
80;215;893;8;0,988
80;216;518;3;0,980
80;219;928;7;0,973
80;220;932;10;0,967
80;225;317;8;0,970
80;227;168;6;0,963
80;232;514;14;0,995
80;233;186;14;0,955
80;238;962;14;0,985
80;243;512;4;0,975
80;244;397;9;0,974
80;245;448;6;0,963
80;248;778;15;0,978
81;85;156;12;0,984
81;86;572;3;0,953
81;87;670;10;0,951
81;88;692;3;0,982
81;89;724;14;0,967
81;90;439;9;0,993
81;97;361;12;0,987
81;98;368;3;0,972
81;99;271;9;0,990
81;102;824;8;0,965
81;105;543;5;0,952
81;107;879;5;0,954
81;109;624;13;0,959
81;112;379;8;0,960
81;113;989;6;0,974
81;116;733;6;0,965
81;117;917;8;0,952
81;119;398;11;0,968
81;124;671;13;0,994
81;128;820;12;0,988
81;129;744;8;0,976
81;130;715;13;0,968
81;132;902;4;0,997
81;134;287;6;0,973
81;136;563;7;0,980
81;139;805;13;0,971
81;142;983;5;0,962
81;146;714;14;0,998
81;147;967;5;0,994
81;148;649;13;0,953
81;150;824;4;0,957
81;152;788;12;0,964
81;153;818;10;0,999
81;154;509;6;0,996
81;156;740;11;0,960
81;161;542;11;0,997
81;165;682;5;0,957
81;168;204;13;0,968
81;171;887;7;0,969
81;176;365;11;0,985
81;181;649;11;0,967
81;182;101;7;0,998
81;184;962;9;0,965
81;187;721;3;0,994
81;193;987;6;0,987
81;195;802;6;0,991
81;198;580;14;0,960
81;199;220;3;0,995
81;200;965;7;0,960
81;202;610;13;0,957
81;203;498;4;0,953
81;204;341;14;0,989
81;205;453;5;0,985
81;208;476;6;0,971
81;209;241;5;0,957
81;210;335;11;0,973
81;213;304;4;0,988
81;218;491;13;0,980
81;221;378;15;0,960
81;222;168;15;0,993
81;224;171;10;0,989
81;225;709;8;0,996
81;227;397;8;0,969
81;230;808;8;0,952
81;234;771;7;0,984
81;237;409;11;0,990
81;240;953;5;0,962
81;241;757;8;0,973
81;242;808;4;0,990
81;247;464;5;0,963
82;83;300;9;0,990
82;84;542;5;0,959
82;90;413;15;0,985
82;91;300;6;0,965
82;96;408;5;0,958
82;97;872;4;0,991
82;99;432;7;0,966
82;100;623;10;0,967
82;103;943;15;0,979
82;105;727;9;0,982
82;107;710;13;0,953
82;108;548;9;0,995
82;110;756;9;0,985
82;111;785;12;0,985
82;115;799;6;0,955
82;119;543;15;0,986
82;120;808;7;0,969
82;126;178;15;0,953
82;130;415;15;0,958
82;132;309;5;0,995
82;133;442;10;0,984
82;135;245;14;0,967
82;137;294;7;0,954
82;143;358;14;0,954
82;145;454;11;0,968
82;153;743;14;0,974
82;156;523;12;0,994
82;160;256;14;0,991
82;163;994;9;0,991
82;168;800;10;0,980
82;171;496;6;0,959
82;174;886;13;0,965
82;175;590;10;0,967
82;177;744;10;0,967
82;182;710;9;0,998
82;183;104;11;0,967
82;185;338;13;0,951
82;186;729;14;0,989
82;188;836;7;0,961
82;191;196;4;0,990
82;194;756;9;0,999
82;195;595;14;0,970
82;198;172;11;0,962
82;199;738;6;0,992
82;204;222;12;0,977
82;207;532;8;0,964
82;210;856;11;0,965
82;212;389;8;0,975
82;214;807;5;0,994
82;217;528;4;0,996
82;218;261;14;0,983
82;220;420;9;0,973
82;221;897;3;0,986
82;223;489;11;0,958
82;224;477;13;0,977
82;225;294;10;0,982
82;227;562;5;0,971
82;228;660;9;0,998
82;231;144;12;0,995
82;233;156;6;0,953
82;234;327;13;0,984
82;246;594;3;0,981
82;247;879;9;0,983
83;84;150;14;0,994
83;87;951;13;0,970
83;90;339;6;0,990
83;97;471;7;0,959
83;104;819;11;0,960
83;105;803;8;0,979
83;106;136;5;0,954
83;108;146;10;0,995
83;109;853;11;0,987
83;114;690;9;0,975
83;115;169;15;0,964
83;116;346;10;0,953
83;117;696;12;0,979
83;118;914;10;0,975
83;122;568;13;0,984
83;129;579;15;0,972
83;132;646;8;0,997
83;133;107;11;0,998
83;141;286;13;0,986
83;143;929;6;0,994
83;144;517;10;0,970
83;146;802;3;0,962
83;148;446;5;0,954
83;150;512;11;0,986
83;153;640;8;0,974
83;160;964;9;0,981
83;163;679;14;0,964
83;165;617;7;0,955
83;166;277;13;0,953
83;170;164;10;0,961
83;171;630;5;0,975
83;172;323;4;0,978
83;173;186;9;0,993
83;175;872;9;0,959
83;176;748;10;0,952
83;184;299;4;0,993
83;185;101;4;0,977
83;189;386;6;0,976
83;190;988;11;0,971
83;191;994;9;0,956
83;195;960;9;0,956
83;196;765;9;0,994
83;197;632;10;0,963
83;200;370;12;0,958
83;204;902;10;0,977
83;207;706;11;0,978
83;209;518;9;0,975
83;212;159;12;0,982
83;217;438;3;0,979
83;218;770;11;0,966
83;219;346;9;0,965
83;230;114;5;0,988
83;231;594;14;0,986
83;232;138;9;0,969
83;233;262;10;0,960
83;236;442;3;0,991
83;238;434;3;0,966
83;240;915;5;0,998
83;241;185;9;0,974
83;244;604;14;0,964
83;247;221;6;0,951
84;86;384;9;0,992
84;87;612;13;0,963
84;88;942;14;0,975
84;89;734;14;0,979
84;91;894;4;0,987
84;93;718;14;0,993
84;97;633;10;0,989
84;99;790;11;0,971
84;100;959;7;0,975
84;101;183;6;0,999
84;108;154;6;0,984
84;119;234;9;0,968
84;120;355;10;0,970
84;121;706;12;0,999
84;122;622;3;0,975
84;123;377;5;0,969
84;124;969;8;0,996
84;125;539;6;0,962
84;126;607;15;0,965
84;128;246;14;0,959
84;130;697;12;0,961
84;131;748;9;0,994
84;133;579;4;0,963
84;135;570;9;0,972
84;137;974;3;0,999
84;139;644;8;0,983
84;142;554;4;0,958
84;143;190;14;0,957
84;149;859;9;0,961
84;152;101;11;0,959
84;159;289;12;0,968
84;162;196;12;0,979
84;164;813;15;0,993
84;168;418;11;0,980
84;169;950;8;0,953
84;171;121;4;0,962
84;173;490;6;0,976
84;174;702;4;0,983
84;178;676;9;0,973
84;181;956;9;0,962
84;182;193;14;0,983
84;183;837;5;0,997
84;188;383;14;0,961
84;189;206;13;0,959
84;192;188;7;0,997
84;193;126;8;0,997
84;194;499;10;0,969
84;197;819;11;0,965
84;199;840;13;0,998
84;200;975;8;0,991
84;201;651;11;0,981
84;203;756;8;0,995
84;209;634;7;0,994
84;211;886;15;0,966
84;215;172;15;0,950
84;217;687;8;0,957
84;218;899;8;0,953
84;219;157;12;0,980
84;220;971;4;0,990
84;222;572;4;0,994
84;223;899;10;0,990
84;227;765;15;0,962
84;228;824;4;0,951
84;229;107;3;0,984
84;232;698;12;0,952
84;240;212;15;0,978
84;242;984;5;0,960
84;243;129;5;0,965
84;245;921;8;0,992
84;247;639;5;0,967
85;87;548;13;0,974
85;91;912;10;0,974
85;95;320;6;0,998
85;96;356;9;0,999
85;97;770;13;0,992
85;102;592;15;0,991
85;103;474;8;0,972
85;107;923;12;0,994
85;110;497;7;0,980
85;112;809;5;0,973
85;113;423;10;0,976
85;118;197;6;0,951
85;120;214;11;0,991
85;121;243;8;0,975
85;129;207;11;0,988
85;130;809;5;0,993
85;131;680;6;0,992
85;132;532;8;0,953
85;133;290;4;0,958
85;136;286;4;0,975
85;142;240;6;0,974
85;145;457;6;0,962
85;153;967;4;0,982
85;156;455;6;0,965
85;157;743;8;0,977
85;161;148;13;0,998
85;162;616;6;0,956
85;163;807;14;0,972
85;167;295;5;0,952
85;169;309;6;0,991
85;170;706;7;0,997
85;172;607;13;0,992
85;173;946;5;0,978
85;174;103;9;0,985
85;177;696;6;0,961
85;179;109;13;0,972
85;183;148;4;0,982
85;185;995;8;0,972
85;187;953;8;0,986
85;190;680;6;0,994
85;195;411;11;0,972
85;196;440;10;0,985
85;197;460;13;0,950
85;198;788;5;0,951
85;201;147;3;0,974
85;203;246;7;0,967
85;206;716;4;0,957
85;211;297;11;0,966
85;213;896;14;0,968
85;216;214;15;0,992
85;217;634;12;0,986
85;218;872;4;0,994
85;222;518;15;0,953
85;223;181;10;0,970
85;224;555;7;0,972
85;227;168;7;0,950
85;228;425;6;0,961
85;230;797;3;0,950
85;234;789;4;0,960
85;235;737;12;0,980
85;236;824;5;0,975
85;240;652;7;0,988
85;241;751;14;0,984
85;242;364;14;0,978
85;249;555;12;0,980
86;92;470;5;0,964
86;93;583;12;0,981
86;94;429;11;0,959
86;95;962;14;0,963
86;99;860;14;0,994
86;100;995;12;0,985
86;101;775;10;0,998
86;104;628;5;0,998
86;105;984;12;0,976
86;109;687;8;0,983
86;111;638;13;0,968
86;113;385;14;0,977
86;116;996;5;0,986
86;117;383;15;0,973
86;126;908;3;0,989
86;127;665;4;0,968
86;129;658;13;0,979
86;130;418;8;0,955
86;132;419;8;0,979
86;133;845;11;0,958
86;134;550;10;0,972
86;135;520;10;0,978
86;137;332;6;0,957
86;139;684;11;0,992
86;150;895;12;0,984
86;154;612;9;0,957
86;156;879;11;0,999
86;157;865;14;0,978
86;158;708;14;0,987
86;162;496;13;0,989
86;163;571;7;0,981
86;164;158;6;0,982
86;165;103;10;0,990
86;166;991;9;0,959
86;167;748;8;0,959
86;171;612;6;0,954
86;178;385;9;0,974
86;185;576;8;0,970
86;187;220;12;0,985
86;188;831;7;0,982
86;190;266;8;0,991
86;192;236;8;0,990
86;195;843;9;0,951
86;197;639;14;0,964
86;198;981;13;0,983
86;199;482;7;0,983
86;203;883;4;0,958
86;204;452;8;0,978
86;206;886;15;0,956
86;208;483;9;0,978
86;209;608;15;0,960
86;210;991;5;0,975
86;212;561;7;0,952
86;216;942;14;0,965
86;219;817;3;0,952
86;222;129;7;0,973
86;230;589;7;0,961
86;238;129;11;0,955
86;249;289;6;0,981
87;89;256;14;0,953
87;92;722;10;0,969
87;94;332;4;0,969
87;97;593;4;0,957
87;98;587;9;0,974
87;100;484;4;0,969
87;104;309;9;0,965
87;105;880;8;0,987
87;108;528;9;0,980
87;113;620;9;0,995
87;116;598;9;0,966
87;120;748;14;0,973
87;122;452;13;0,974
87;125;549;13;0,956
87;127;406;6;0,986
87;135;695;9;0,994
87;141;681;7;0,956
87;143;797;13;0,972
87;147;784;13;0,997
87;148;508;8;0,958
87;149;633;8;0,985
87;151;434;12;0,965
87;152;592;3;0,966
87;153;742;5;0,984
87;156;589;6;0,997
87;157;555;12;0,978
87;158;698;8;0,997
87;162;118;4;0,964
87;163;549;13;0,976
87;167;940;9;0,959
87;169;682;10;0,986
87;170;995;7;0,954
87;172;913;12;0,970
87;173;783;6;0,993
87;179;278;4;0,963
87;186;819;5;0,952
87;188;432;4;0,962
87;189;513;10;0,988
87;193;514;14;0,996
87;198;438;4;0,987
87;200;978;11;0,985
87;203;338;15;0,970
87;204;173;10;0,991
87;207;633;13;0,957
87;208;757;8;0,950
87;211;644;13;0,979
87;212;776;7;0,983
87;214;210;8;0,977
87;218;958;11;0,997
87;219;907;8;0,973
87;222;884;11;0,996
87;223;728;7;0,963
87;225;934;13;0,953
87;226;987;10;0,983
87;228;179;12;0,972
87;230;495;9;0,987
87;232;257;8;0,958
87;235;715;5;0,976
87;238;563;15;0,982
87;240;300;3;0,993
87;244;656;10;0,971
87;249;935;5;0,992
88;89;574;8;0,989
88;91;768;11;0,971
88;92;246;15;0,970
88;96;631;8;0,967
88;97;646;8;0,997
88;106;422;7;0,992
88;108;557;15;0,971
88;109;803;8;0,951
88;112;284;11;0,969
88;122;292;5;0,997
88;123;167;6;0,954
88;127;346;4;0,961
88;128;843;6;0,984
88;132;354;15;0,956
88;133;110;10;0,980
88;135;628;14;0,985
88;137;241;4;0,986
88;139;423;6;0,954
88;146;537;3;0,984
88;147;763;8;0,968
88;148;247;15;0,973
88;149;969;12;0,973
88;151;677;14;0,991
88;156;129;7;0,974
88;158;932;10;0,990
88;160;637;5;0,979
88;162;526;14;0,972
88;163;397;7;0,963
88;167;614;14;0,962
88;170;704;9;0,988
88;173;374;14;0,998
88;176;348;11;0,970
88;177;800;4;0,991
88;179;143;12;0,961
88;180;413;7;0,975
88;181;947;11;0,973
88;184;801;6;0,952
88;186;286;7;0,963
88;187;771;5;0,977
88;190;801;13;0,976
88;192;492;12;0,980
88;196;397;8;0,969
88;203;785;11;0,959
88;207;600;14;0,952
88;208;980;5;0,982
88;209;480;9;0,954
88;212;147;7;0,998
88;214;842;5;0,969
88;216;393;11;0,960
88;218;864;9;0,971
88;221;578;13;0,953
88;222;417;7;0,957
88;223;324;12;0,953
88;224;924;8;0,984
88;225;337;7;0,958
88;226;462;12;0,994
88;228;832;14;0,970
88;229;341;5;0,993
88;230;451;14;0,968
88;232;532;8;0,982
88;236;449;5;0,981
88;237;658;10;0,980
88;242;195;7;0,955
88;245;1000;7;0,951
88;246;474;14;0,990
88;249;632;12;0,992
89;90;805;4;0,984
89;92;222;6;0,969
89;93;894;10;0,970
89;96;778;4;0,984
89;97;568;10;0,999
89;98;790;13;0,979
89;99;936;11;0,955
89;102;407;14;0,986
89;107;451;11;0,957
89;110;580;14;0,959
89;112;548;6;0,959
89;116;212;12;0,986
89;119;525;7;0,951
89;120;315;13;0,984
89;121;405;8;0,988
89;123;424;13;0,968
89;124;336;8;0,967
89;131;537;11;0,987
89;133;318;4;0,993
89;136;919;10;0,962
89;141;454;9;0,980
89;142;829;4;0,966
89;145;797;14;0,966
89;146;458;15;0,982
89;147;749;7;0,963
89;148;413;14;0,998
89;155;277;5;0,957
89;160;933;12;0,958
89;166;961;4;0,962
89;169;545;3;0,977
89;175;895;3;0,986
89;176;605;10;0,979
89;177;944;5;0,955
89;180;102;5;0,992
89;191;219;6;0,963
89;193;745;6;0,958
89;198;777;14;0,980
89;199;523;4;0,992
89;208;907;11;0,953
89;213;179;4;0,986
89;214;620;8;0,975
89;215;104;5;0,952
89;217;283;4;0,951
89;223;341;10;0,977
89;227;654;11;0,985
89;229;467;3;0,962
89;232;641;13;0,998
89;236;534;8;0,987
89;237;219;7;0,951
89;238;194;9;0,984
89;242;285;14;0,987
89;246;460;10;0,958
90;97;202;7;0,992
90;98;296;9;0,982
90;102;528;14;0,978
90;104;627;5;0,976
90;106;473;13;0,957
90;114;139;15;0,955
90;116;301;5;0,977
90;118;949;4;0,978
90;119;805;9;0,974
90;121;115;15;0,998
90;126;304;15;0,985
90;128;955;4;0,951
90;129;811;4;0,975
90;131;381;12;0,978
90;132;537;8;0,976
90;138;884;14;0,967
90;139;406;12;0,986
90;141;578;15;0,989
90;143;775;8;0,972
90;144;728;12;0,982
90;145;269;10;0,996
90;149;117;14;0,980
90;152;113;7;0,984
90;157;878;4;0,960
90;158;295;5;0,988
90;167;849;14;0,966
90;170;346;13;0,955
90;174;284;7;0,955
90;176;778;12;0,988
90;177;328;7;0,974
90;179;268;13;0,979
90;180;314;11;0,952
90;181;145;6;0,959
90;183;582;11;0,960
90;184;651;12;0,983
90;186;547;9;0,998
90;193;151;14;0,950
90;194;712;7;0,957
90;196;642;9;0,963
90;198;849;7;0,961
90;199;344;14;0,950
90;200;311;14;0,976
90;203;691;12;0,988
90;204;504;12;0,974
90;209;498;15;0,969
90;214;188;5;0,956
90;217;455;13;0,977
90;220;148;12;0,956
90;222;479;13;0,977
90;223;436;12;0,960
90;228;212;14;0,990
90;239;853;5;0,972
90;241;297;7;0,950
90;247;650;7;0,992
90;248;648;9;0,991
91;93;207;5;0,956
91;96;189;14;0,974
91;97;792;8;0,960
91;99;416;10;0,965
91;105;512;6;0,968
91;109;564;7;0,958
91;120;929;4;0,978
91;121;355;7;0,974
91;122;776;8;0,956
91;125;470;10;0,997
91;131;401;8;0,967
91;132;598;13;0,994
91;137;338;9;0,987
91;141;259;13;0,996
91;143;763;4;0,952
91;147;969;8;0,998
91;148;720;12;0,958
91;149;544;13;0,997
91;150;617;14;0,967
91;151;110;10;0,974
91;152;512;14;0,963
91;153;939;8;0,968
91;155;663;7;0,998
91;160;823;5;0,984
91;162;614;14;0,965
91;164;675;12;0,981
91;165;604;8;0,956
91;169;807;5;0,957
91;171;368;8;0,989
91;172;237;9;0,966
91;176;692;14;0,958
91;179;222;7;0,961
91;181;504;6;0,985
91;192;424;9;0,993
91;193;491;6;0,969
91;194;273;14;0,972
91;196;947;9;0,978
91;197;687;13;0,970
91;198;451;4;0,966
91;199;111;11;0,989
91;202;647;15;0,999
91;204;665;13;0,960
91;206;741;13;0,968
91;207;862;7;0,994
91;208;977;9;0,960
91;211;456;6;0,951
91;213;670;12;0,975
91;214;187;12;0,959
91;216;290;12;0,954
91;218;563;9;0,975
91;219;553;12;0,995
91;222;148;5;0,972
91;225;741;10;0,985
91;227;613;3;0,964
91;230;495;15;0,982
91;233;602;6;0,972
91;234;106;4;0,991
91;235;154;12;0,965
91;236;324;13;0,956
91;239;427;7;0,980
91;242;208;13;0,968
91;244;614;10;0,975
91;246;118;10;0,964
91;247;115;12;0,981
91;249;344;13;0,977
92;93;753;8;0,965
92;98;944;11;0,982
92;99;108;11;0,951
92;101;353;11;0,957
92;107;684;7;0,976
92;108;751;11;0,954
92;112;179;5;0,967
92;113;603;4;0,995
92;114;355;11;0,993
92;115;395;13;0,955
92;119;848;6;0,962
92;122;417;14;0,986
92;123;201;3;0,972
92;125;658;13;0,988
92;126;506;15;0,959
92;127;553;12;0,976
92;130;744;12;0,970
92;135;627;6;0,969
92;139;221;5;0,994
92;141;723;8;0,961
92;142;907;8;0,987
92;144;234;13;0,993
92;145;532;11;0,952
92;148;750;10;0,976
92;152;656;9;0,987
92;154;512;4;0,989
92;157;221;11;0,963
92;159;964;11;0,951
92;160;834;14;0,994
92;161;790;5;0,983
92;163;931;4;0,982
92;167;485;5;0,976
92;172;910;9;0,988
92;181;534;8;0,953
92;186;552;11;0,995
92;188;575;15;0,956
92;194;808;12;0,975
92;195;619;15;0,971
92;196;425;14;0,953
92;198;637;4;0,976
92;200;354;5;0,992
92;207;329;8;0,966
92;210;890;6;0,983
92;211;780;8;0,959
92;212;675;13;0,962
92;213;559;7;0,986
92;216;938;10;0,955
92;218;367;14;0,968
92;219;861;4;0,955
92;220;570;12;0,952
92;223;238;13;0,990
92;224;753;14;0,967
92;226;796;13;0,971
92;227;743;12;0,969
92;228;268;13;0,994
92;232;260;13;0,957
92;233;441;6;0,957
92;235;611;14;0,963
92;236;156;8;0,956
92;237;610;11;0,960
92;238;712;13;0,976
92;239;952;9;0,989
92;241;843;6;0,957
92;242;801;4;0,985
92;245;858;13;0,962
92;246;400;7;0,964
92;247;603;12;0,953
93;96;103;3;0,957
93;97;392;7;0,959
93;99;227;14;0,975
93;102;889;10;0,994
93;106;746;10;0,963
93;116;345;7;0,986
93;119;950;12;0,980
93;126;148;14;0,954
93;127;527;7;0,984
93;128;898;6;0,966
93;134;566;8;0,987
93;135;721;10;0,954
93;136;604;14;0,965
93;139;352;13;0,981
93;140;995;4;0,971
93;142;163;13;0,961
93;145;178;7;0,997
93;146;213;8;0,991
93;150;832;7;0,954
93;152;262;3;0,953
93;153;929;9;0,988
93;155;722;13;0,987
93;156;122;14;0,992
93;157;207;10;0,977
93;158;507;4;0,952
93;160;419;7;0,960
93;161;749;8;0,960
93;164;192;7;0,998
93;169;823;12;0,991
93;170;517;11;0,997
93;171;407;12;0,983
93;172;287;7;0,972
93;178;448;15;0,972
93;186;912;8;0,977
93;188;734;10;0,990
93;191;515;8;0,995
93;192;491;12;0,987
93;193;832;13;0,999
93;194;119;10;0,991
93;195;368;5;0,971
93;198;922;14;0,996
93;199;165;5;0,961
93;201;474;13;0,963
93;203;120;14;0,971
93;204;728;10;0,955
93;205;898;8;0,984
93;206;740;11;0,993
93;210;371;12;0,959
93;217;253;11;0,953
93;218;660;10;0,965
93;221;697;15;0,963
93;222;321;6;0,967
93;224;117;9;0,983
93;225;459;4;0,959
93;227;633;14;0,976
93;228;487;9;0,981
93;232;715;11;0,978
93;235;513;13;0,966
93;237;309;4;0,965
93;241;150;5;0,966
93;242;696;15;0,998
93;244;884;12;0,980
93;246;386;11;0,964
94;95;628;9;0,954
94;100;126;8;0,989
94;103;689;9;0,979
94;104;471;9;0,991
94;105;492;5;0,974
94;109;792;6;0,951
94;111;349;4;0,993
94;113;230;11;0,997
94;114;237;8;0,978
94;118;601;7;0,980
94;121;811;15;0,951
94;122;825;13;0,982
94;127;210;8;0,950
94;131;891;9;0,958
94;134;537;3;0,996
94;139;644;11;0,989
94;140;771;11;0,961
94;143;218;9;0,999
94;144;605;6;0,965
94;153;832;4;0,991
94;160;735;14;0,974
94;161;244;5;0,964
94;163;252;13;0,959
94;167;820;13;0,962
94;168;849;5;0,986
94;169;482;13;0,952
94;172;828;5;0,980
94;173;836;3;0,994
94;176;462;12;0,970
94;177;889;4;0,998
94;178;808;8;0,966
94;179;372;11;0,976
94;182;192;13;0,955
94;184;269;15;0,953
94;185;277;10;0,961
94;187;397;8;0,977
94;190;932;15;0,956
94;191;484;5;0,995
94;194;317;9;0,996
94;197;391;11;0,972
94;201;775;11;0,983
94;203;336;11;0,974
94;204;322;4;0,990
94;212;358;5;0,985
94;218;563;13;0,976
94;222;319;15;0,969
94;223;262;12;0,961
94;225;450;11;0,956
94;227;896;14;0,959
94;229;386;10;0,979
94;231;384;10;0,981
94;233;192;9;0,967
94;236;379;4;0,988
94;239;569;8;0,974
94;242;134;14;0,967
94;244;873;12;0,997
94;245;352;10;0,981
